wID	word	lemma	PoS	
50873	USB	usb	o
50875	analizado	analizar	vps-ms
50876	Arias	arias	o
50877	carguen	cargar	vsp-3p
50878	Cierta	cierto	j
50880	dependan	depender	vsp-3p
50882	dineral	dineral	nms    
50884	Económica	económica	o
50885	entusiasmados	entusiasmar	vps-mp
50886	forjó	forjar	vis-3s
50888	implantó	implantar	vis-3s
50889	interpuesto	interponer	vps-ms
50892	mea	mea	fn
50893	Posible	posible	o
50894	prerrogativa	prerrogativa	nfs    
50895	Quijano	quijano	o
50896	Ranking	ranking	fn
50897	Registros	registro	nmp    
50898	renace	renacer	vip-3s
50900	acusaban	acusar	vii-3p
50901	aristotélica	aristotélico	jfs    
50902	calurosas	caluroso	jfp    
50903	desapareciera	desaparecer	vsi-1/3s
50904	dislexia	dislexia	nfs    
50905	fluorescentes	fluorescente	jmp    
50906	Fray	fray	nms    
50909	luego	luego	r
50910	melanoma	melanoma	nms    
50912	restando	restar	vpp
50913	Robinson	robinson	o
50914	soi	soi	n
50915	Thor	thor	o
50916	verídica	verídico	jfs    
50918	Algeciras	algeciras	o
50919	asentadas	asentar	vps-fp
50920	asomaba	asomar	vii-1/3s
50922	Bocas	bocas	o
50923	camarilla	camarilla	nfs    
50924	capillas	capilla	nfp    
50925	Disponer	disponer	vr
50926	Edgar	edgar	o
50929	inactivos	inactivo	jmp    
50930	incurriendo	incurrir	vpp
50931	liberaron	liberar	vis-3p
50934	Mercado	mercado	o
50936	triunfando	triunfar	vpp
50938	0	0-2	m$
50939	colindantes	colindante	jmp    
50940	Delegación	delegación	o
50942	encerró	encerrar	vis-3s
50944	Fausto	fausto	o
50945	geeks	geek	n
50946	Jaua	jaua	o
50947	maldecir	maldecir	vr
50948	Menores	menor	j
50949	Montenegro	montenegro	o
50951	referidas	referido	j
50952	secuestrada	secuestrar	vps-fs
50953	sutura	sutura	nfs    
50954	Team	team	o
50955	3:30	3:30	m$
50956	admitieron	admitir	vis-3p
50958	Hoja	hoja	nfs    
50959	impulsividad	impulsividad	nfs    
50960	Jaguar	jaguar	nms    
50961	la	la	e_42
50962	Lun	lun	o
50964	Muro	muro	o
50965	patrocina	patrocinar	vip-3s
50969	brindarán	brindar	vif-3p
50970	centenas	centena	nfp    
50972	Floyd	floyd	o
50973	Fukushima	fukushima	o
50974	graduado	graduado	nms    
50976	kisiera	querer	v
50977	MIERDA	mierda	nms    
50978	oruga	oruga	nfs    
50979	paternalismo	paternalismo	nms    
50980	Pinto	pinto	o
50981	rabioso	rabioso	jms    
50982	Registro	registro	o
50983	revertir	revertir	vr
50986	158	158	m$
50987	afrontamiento	afrontamiento	nms    
50988	ambivalencia	ambivalencia	nfs    
50989	apagado	apagar	vps-ms
50990	beneficiaría	beneficiar	vc-1/3s
50992	contada	contar	vps-fs
50994	Demanda	demanda	nfs    
50995	Demonio	demonio	nms    
50996	Dr.	dr.	o
50997	inofensivos	inofensivo	jmp    
50998	irlandeses	irlandés	j
50999	Logroño	logroño	o
51000	Maria	maria	o
51001	Oficiales	oficial	nmp    
51003	peninsulares	peninsular	jmp    
51005	Pregunte	preguntar	vsp-1/3s
51006	resolverán	resolver	vif-3p
51008	brochas	brocha	nmp    
51010	Comparta	compartir	vsp-1/3s
51011	compositora	compositora	n
51012	condensador	condensador	nms    
51014	Cuernavaca	cuernavaca	o
51015	descalzo	descalzo	jms    
51016	durarán	durar	vif-3p
51017	finalizado	finalizado	j
51018	genocidios	genocidio	nmp    
51019	hipertiroidismo	hipertiroidismo	n
51020	insólito	insólito	j
51021	letrados	letrado	nmp    
51022	maquila	maquila	n
51023	paparazzi	paparazzi	n
51025	Perez	perez	o
51026	pisotear	pisotear	vr
51027	recayó	recaer	vis-3s
51028	ruidosos	ruidoso	jmp    
51029	valida	validar	vip-3s
51030	Vicente	vicente	o
51032	astrales	astral	jmp    
51034	buscaré	buscar	vif-1s
51037	estéticas	estética	nfp    
51038	incautación	incautación	nfs    
51040	nominada	nominar	vps-fs
51041	ocuparía	ocupar	vc-1/3s
51042	ón	ón	n
51043	POSIBLE	posible	jms    
51044	prósperos	próspero	jmp    
51046	punteros	puntero	nmp    
51049	removiendo	remover	vpp
51053	activada	activar	vps-fs
51054	Alvaro	alvaro	o
51055	cajera	cajera	n
51057	Damas	dama	nfp    
51058	entrado	entrar	vps-ms
51059	futbolecuador.com	futbolecuador.com	n
51060	grava	gravar	vip-3s
51063	Kennedy	kennedy	o
51065	Patrón	patrón	nms    
51066	poblar	poblar	vr
51068	rehúsa	rehusar	vip-3s
51069	Respondió	responder	vis-3s
51070	Servicio	servicio	o
51071	transportados	transportar	vps-mp
51072	anunciados	anunciar	vps-mp
51074	corticoides	corticoide	nmp    
51075	creadoras	creadora	n
51078	habana	habana	np
51080	Indios	indio	nmp    
51081	Marisol	marisol	o
51082	modificadas	modificar	vps-fp
51084	perseguidor	perseguidor	nms    
51085	proyectamos	proyectar	vip-1p/vis-1p
51087	valija	valija	nfs    
51089	animo	animar	vip-1s
51091	bitácoras	bitácora	nfp    
51093	compitió	competir	vis-3s
51095	cumplida	cumplir	vps-fs
51096	designará	designar	vif-3s
51098	inglesa	inglés	j
51100	Micheletti	micheletti	o
51102	pederastas	pederasta	nmp    
51103	plantones	plantón	nmp    
51108	149	149	m$
51111	capellán	capellán	nms    
51113	Charles	charles	o
51115	grabada	grabado	j
51117	impuestas	impuesto	jfp    
51119	Matías	matías	o
51120	muchisima	muchísimo	j
51121	producidas	producir	vps-fp
51122	puesto	poner	v
51123	recargas	recarga	n
51125	system	system	n
51127	anarquista	anarquista	nms    
51128	arreglado	arreglar	vps-ms
51130	Compras	compra	nfp    
51132	IFAI	ifai	o
51134	MÉXICO	méxico	o
51135	psicoterapeuta	psicoterapeuta	nms    
51138	sobrevino	sobrevenir	vis-3s
51139	tópico	tópico	jms    
51140	TSH	tsh	o
51141	vació	vaciar	vis-3s
51142	Visitas	visitar	vip-2s
51143	Walt	walt	o
51144	y	y	cc
51145	agotaron	agotar	vis-3p
51147	bondadosa	bondadoso	jfs    
51148	cambiándo	cambiar	vpp-00
51149	consumidos	consumir	vps-mp
51150	defunciones	defunción	nfp    
51151	estrellato	estrellato	nms    
51152	expulsan	expulsar	vip-3p
51153	Gerard	gerard	o
51154	jovial	jovial	jms    
51155	MENTIRA	mentira	o
51156	mojado	mojar	vps-ms
51157	predispone	predisponer	vip-3s
51158	reivindicando	reivindicar	vpp
51159	resumo	resumir	vip-1s
51160	sótanos	sótano	nmp    
51161	tinglado	tinglado	nms    
51163	vivamente	vivamente	r
51164	ahuyentar	ahuyentar	vr
51165	Area	area	n
51166	argot	argot	nms    
51167	augurios	augurio	nmp    
51168	Avatar	avatar	o
51169	descubiertos	descubrir	vps-mp
51170	drive	drive	nms    
51171	emanadas	emanar	vps-fp
51173	inculcado	inculcar	vps-ms
51174	Inglés	inglés	o
51175	J.	j.	o
51177	Mejores	mejor	j
51179	perdiz	perdiz	nfs    
51181	redentora	redentor	j
51182	resinas	resina	nfp    
51183	retórico	retórico	jms    
51187	143	143	m$
51188	Auditoría	auditoría	nfs    
51189	basamos	basar	vip-1p/vis-1p
51190	compraré	comprar	vif-1s
51191	Convención	convención	o
51192	Doctor	doctor	o
51193	ensayando	ensayar	vpp
51195	italia	italia	o
51197	manipulados	manipular	vps-mp
51199	Seguro	seguro	o
51200	sostenemos	sostener	vip-1p
51201	Sucre	sucre	o
51202	tabique	tabique	nms    
51203	Unidas	unidas	o
51204	admitida	admitir	vps-fs
51205	agonizante	agonizante	jms    
51206	alargar	alargar	vr
51208	cautivo	cautivo	nms    
51209	coproducción	coproducción	nfs    
51210	corrigió	corregir	vis-3s
51211	cualitativas	cualitativo	jfp    
51212	Damián	damián	o
51214	enseñaré	enseñar	vif-1s
51215	fetichismo	fetichismo	nms    
51216	Fue	ir	vis-3s
51217	fundamento	fundamento	n
51218	Hermano	hermano	o
51219	Oro	oro	o
51220	publicacion	publicación	n
51221	reproducidos	reproducir	vps-mp
51224	sonaron	sonar	vis-3p
51225	sorprendida	sorprendido	j
51227	Abrahán	abrahán	o
51229	Auschwitz	auschwitz	o
51231	capacitados	capacitado	j
51232	diputaciones	diputación	nfp    
51233	elfos	elfo	n
51234	escasean	escasear	vip-3p
51235	fallecidas	fallecido	jfp    
51236	firmantes	firmante	jmp    
51237	Hacerlo	hacerlo	o
51238	hebras	hebra	nfp    
51241	Maduro	maduro	o
51242	mb	mb	n
51244	predeterminado	predeterminado	j
51245	prometido	prometido	j
51246	recaídas	recaída	nfp    
51247	reves	revés	r
51248	sentando	sentar	vpp
51250	Solidaria	solidaria	o
51252	1822	1822	m$
51253	ACCIÓN	acción	nfs    
51254	balanceado	balanceado	j
51255	catalogar	catalogar	vr
51259	cósmicas	cósmico	jfp    
51260	decomiso	decomiso	nms    
51261	dels	del	fe
51262	Deportivo	deportivo	jms    
51263	Galicia	galicia	o
51264	Hermosillo	hermosillo	o
51265	Melbourne	melbourne	o
51271	Alcalá	alcalá	o
51272	androide	androide	nms    
51275	bioquímica	bioquímica	nfs    
51276	Caja	caja	o
51278	Cierre	cierre	nms    
51279	correligionarios	correligionario	nmp    
51280	HUMANO	humano	jms    
51281	increiblemente	increíblemente	r
51282	informada	informar	vps-fs
51283	ingeniosas	ingenioso	jfp    
51284	Investiga	investigar	vip-3s
51285	microblogging	microblogging	f
51286	Miro	mirar	vip-1s
51287	Nabucodonosor	nabucodonosor	o
51288	nutricionistas	nutricionista	nmp    
51289	preguntaría	preguntar	vc-1/3s
51294	Blue	blue	o
51295	car	car	fn
51297	cristalino	cristalino	nms    
51299	encarecimiento	encarecimiento	nms    
51300	encéfalo	encéfalo	n
51301	estableciéndo	establecer	vpp
51302	gamas	gama	nfp    
51303	Hábeas	hábeas	o
51304	incongruente	incongruente	jms    
51305	Instituto	instituto	o
51306	mobile	mobile	n
51307	Oliva	oliva	o
51309	Sentencia	sentencia	o
51310	teleSUR	telesur	n
51312	virtuosismo	virtuosismo	nms    
51314	VoIP	voip	o
51315	Yandel	yandel	o
51316	5-6	5-6	m$
51317	bloc	bloc	nms    
51319	desconocían	desconocer	vii-3p
51320	falla	xx	x
51321	filmado	filmar	vps-ms
51322	flotación	flotación	nfs    
51324	grosero	grosero	j
51325	inciertos	incierto	jmp    
51326	JYJ	jyj	o
51327	muchisimas	muchísimo	j
51328	Style	style	o
51329	Timberlake	timberlake	o
51330	Vivian	vivian	o
51334	adecuaciones	adecuación	nfp    
51335	animadversión	animadversión	nfs    
51336	cirugia	cirugía	n
51338	don't	don't	n
51339	duquesa	duquesa	nfs    
51340	Emma	emma	o
51341	fenotipo	fenotipo	n
51342	hallé	hallar	vis-1s
51344	instar	instar	vr
51345	leerán	leer	vif-3p
51346	Muñoz	muñoz	o
51347	peleo	pelear	vip-1s
51348	Prosperidad	prosperidad	nfs    
51349	Science	science	o
51350	Tarea	tarea	nfs    
51351	trafican	traficar	vip-3p
51352	vestidos	vestido	j
51353	1809	1809	m$
51354	aproximado	aproximado	jms    
51356	definirán	definir	vif-3p
51357	escalofriantes	escalofriante	jmp    
51358	face	face	j
51360	Fútbol	fútbol	o
51363	Mejía	mejía	o
51364	Metal	metal	o
51367	Puerta	puerta	o
51368	Redención	redención	nfs    
51370	revuelve	revolver	vip-3s
51371	Rico	rico	o
51373	Salgado	salgado	o
51375	sufri	sufrir	v
51376	tasas	tasa	n
51378	Yamaha	yamaha	o
51379	asimilando	asimilar	vpp
51380	captores	captor	nmp    
51381	continuacion	continuación	n
51382	desvalorización	desvalorización	nfs    
51383	experimentalmente	experimentalmente	r
51384	General	general	o
51386	minimalismo	minimalismo	nms    
51388	acoplamiento	acoplamiento	nms    
51389	Amigo	amigo	jms    
51390	augurio	augurio	nms    
51391	autoinmune	autoinmune	j
51392	bloqueó	bloquear	vis-3s
51393	Camino	camino	o
51394	Disfruto	disfrutar	vip-1s
51395	inculcar	inculcar	vr
51397	jodido	joder	vps-ms
51399	motorista	motorista	nms    
51401	suspicacias	suspicacia	nfp    
51402	youtube	youtube	f
51404	acentuación	acentuación	nfs    
51405	Araujo	araujo	o
51407	Círculo	círculo	o
51409	decidieran	decidir	vsi-3p
51410	Divino	divino	o
51411	Dodgers	dodgers	o
51412	Embajador	embajador	o
51414	exigida	exigir	vps-fs
51415	ideólogo	ideólogo	nms    
51416	Justo	justo	o
51417	proveyendo	proveer	vpp
51418	Que	que	o
51419	recordada	recordar	vps-fs
51420	seducir	seducir	vr
51421	supuse	suponer	vis-1s
51422	Tim	tim	o
51423	acumule	acumular	vsp-1/3s
51424	adverbio	adverbio	nms    
51425	alegramos	alegrar	vip-1p/vis-1p
51426	berenjena	berenjena	nfs    
51427	bromear	bromear	vr
51428	concentre	concentrar	vsp-1/3s
51429	deforma	deformar	vip-3s
51431	espinoso	espinoso	jms    
51432	fuésemos	ser	vsj-1p
51433	General	general	o
51436	Jaime	jaime	o
51437	laico	laico	nms    
51438	privilegiados	privilegiado	j
51440	Seguiré	seguir	vif-1s
51443	zapatilla	zapatilla	nfs    
51445	cuidándo	cuidar	vpp-00
51447	destrozado	destrozar	vps-ms
51448	elaborados	elaborar	vps-mp
51450	Naranjo	naranjo	o
51452	vigésimo	vigésimo	mc
51453	asumí	asumir	vis-1s
51455	funerarios	funerario	jmp    
51456	inflamatorio	inflamatorio	jms    
51457	insólitas	insólito	jfp    
51458	inspirado	inspirado	j
51459	investigadoras	investigadora	n
51460	matutina	matutino	jfs    
51462	MX	mx	o
51463	Online	online	o
51464	rancio	rancio	jms    
51465	rosa	rosa	n
51468	áridas	árido	jfp    
51469	BCRA	bcra	o
51471	Capilla	capilla	o
51472	Carol	carol	o
51473	consumar	consumar	vr
51474	Cristiana	cristiano	jfs    
51475	degenerativas	degenerativo	jfp    
51476	desarrollara	desarrollar	vsi-1/3s
51478	desviando	desviar	vpp
51480	largar	largar	vr
51481	Maite	maite	o
51485	programaciones	programación	nfp    
51486	quizas	quizás	r
51491	Activa	activo	jfs    
51494	bochorno	bochorno	nms    
51496	Clark	clark	o
51497	desición	decisión	n
51498	documentados	documentado	jmp    
51500	duerman	dormir	vsp-3p
51501	etéreo	etéreo	jms    
51505	Guinea	guinea	o
51507	monoplaza	monoplaza	nms    
51508	patriarcas	patriarca	nmp    
51509	polemizar	polemizar	vr
51511	sine	sine	f
51512	turistas	turista	j
51513	Venezuela	venezuela	o
51514	virtuales	virtual	j
51515	aderezo	aderezo	nms    
51517	contrarreloj	contrarreloj	nfs    
51518	cumplas	cumplir	vsp-2s
51519	decorados	decorado	nmp    
51520	desertificación	desertificación	nfs    
51522	Guatemala	guatemala	o
51523	hamacas	hamaca	nfp    
51524	impensables	impensable	jmp    
51526	lúcidos	lúcido	jmp    
51527	Osasuna	osasuna	o
51528	preocupacion	preocupación	n
51531	revisionismo	revisionismo	nms    
51532	ridiculizar	ridiculizar	vr
51535	termo	termo	nms    
51536	valenciano	valenciano	nms    
51537	1940	1940	m$
51538	aguantado	aguantar	vps-ms
51540	beneficiarios	beneficiario	jmp    
51541	bisexuales	bisexual	jmp    
51542	cántaro	cántaro	nms    
51545	gratificaciones	gratificación	nfp    
51546	guardes	guardar	vsp-2s
51547	hispánica	hispánico	jfs    
51548	HOLA	hola	i
51549	ilusiona	ilusionar	vip-3s
51551	obstaculizan	obstaculizar	vip-3p
51552	pesó	pesar	vis-3s
51553	Reacciones	reacción	nfp    
51554	repeler	repeler	vr
51555	varonil	varonil	jms    
51556	abogar	abogar	vr
51557	ale	xx	x
51559	Barcelona	barcelona	o
51561	Catalunya	catalunya	o
51562	cobija	cobijar	vip-3s
51563	Contenido	contenido	jms    
51564	Corte	corte	o
51565	depresiva	depresivo	jfs    
51566	diagnosticados	diagnosticar	vps-mp
51567	estarías	estar	vc-2s
51569	Gana	gana	nfs    
51570	Gardel	gardel	o
51572	informara	informar	vsi-1/3s
51574	Llegando	llegar	vpp
51575	Marcos	marcos	o
51576	mordaz	mordaz	jms    
51577	Oficialmente	oficialmente	r
51578	Príncipe	príncipe	o
51581	actuado	actuar	vps-ms
51582	afluentes	afluente	nmp    
51584	comunicado	comunicar	vps-ms
51585	enseñé	enseñar	vis-1s
51586	ficha	fichar	vip-3s
51587	Francia	francia	o
51588	imperdible	imperdible	jms    
51590	mayúsculas	mayúscula	jfp    
51591	Mercado	mercado	o
51593	metafísicas	metafísico	jfp    
51594	mudanzas	mudanza	nfp    
51595	obstruir	obstruir	vr
51596	partners	partner	n
51600	Últimos	últimos	o
51603	Cartagena	cartagena	o
51606	dañó	dañar	vis-3s
51607	detentan	detentar	vip-3p
51608	discutido	discutir	vps-ms
51609	electrificación	electrificación	nfs    
51610	ensamble	ensamble	n
51611	escuchada	escuchar	vps-fs
51613	Ferreira	ferreira	o
51614	fritos	frito	j
51615	Hacienda	hacienda	o
51617	ilustradores	ilustrador	nmp    
51618	indomable	indomable	jms    
51620	perseguían	perseguir	vii-3p
51621	requerida	requerir	vps-fs
51622	salva	salvo	jfs    
51623	supiéramos	saber	vsi-1p
51624	World	world	o
51625	165	165	m$
51626	acomode	acomodar	vsp-1/3s
51627	agravan	agravar	vip-3p
51628	atropellado	atropellar	vps-ms
51630	complicando	complicar	vpp
51631	Coordinadora	coordinadora	o
51632	Crédito	crédito	o
51633	Digital	digital	o
51636	Marshall	marshall	o
51637	menstruacion	menstruación	n
51639	Partidos	partido	nmp    
51642	previó	prever	vis-3s
51643	Proyecto	proyecto	o
51644	rebajar	rebajar	vr
51645	Recurso	recurso	nms    
51647	subsidiaria	subsidiaria	n
51648	viceministra	viceministra	n
51650	cortante	cortante	jms    
51651	cubriéndo	cubrir	vpp
51653	dolio	doler	v
51654	Ed	ed	o
51655	Erika	erika	o
51658	leche	leche	nfs    
51659	Leonardo	leonardo	o
51661	mestizo	mestizo	nms    
51662	perpetúa	perpetuar	vip-3s
51663	riñas	riña	nfp    
51664	Roja	roja	o
51665	abecedario	abecedario	nms    
51667	aparecida	aparecer	vps-fs
51668	campesina	campesina	n
51669	castigando	castigar	vpp
51670	cerdos	cerdo	nmp    
51672	cuída	cuidar	vm-2s
51674	evaluadas	evaluar	vps-fp
51675	evolucione	evolucionar	vsp-1/3s
51676	hereditarias	hereditario	jfp    
51677	Indicadores	indicador	nmp    
51678	Josefina	josefina	o
51679	Libertad	libertad	n
51680	locutora	locutor	nfs    
51682	Quedé	quedar	vis-1s
51683	sureño	sureño	jms    
51684	20.00	20.00	m$
51687	caminaron	caminar	vis-3p
51688	circulo	círculo	n
51689	contentas	contento	jfp    
51691	dañados	dañar	vps-mp
51695	Moto	moto	o
51698	What	what	o
51699	Willis	willis	o
51700	ahogado	ahogado	j
51701	Argentina	argentina	o
51702	Da	da	o
51704	demore	demorar	vsp-1/3s
51705	Ejecutivo	ejecutivo	o
51706	esotéricos	esotérico	jmp    
51707	Garros	garros	o
51708	Gordo	gordo	nms    
51711	isquemia	isquemia	n
51712	oscurecer	oscurecer	vr
51713	poseído	poseer	v
51714	Ratzinger	ratzinger	o
51718	abundar	abundar	vr
51719	Avianca	avianca	o
51720	chorrito	chorrito	n
51721	desfasado	desfasado	jms    
51722	Encuentro	encuentro	o
51723	entretenidos	entretenido	jmp    
51724	envolver	envolver	vr
51725	Este	este	o
51726	ferial	ferial	jms    
51730	New	new	o
51731	PLAN	plan	nms    
51732	regidora	regidora	n
51734	sometan	someter	vsp-3p
51735	tiempito	tiempito	n
51736	tiene	tener	vip-3s
51738	VIOLENCIA	violencia	nfs    
51739	Von	von	o
51743	agroindustriales	agroindustrial	j
51744	ayudemos	ayudar	vsp-1p
51745	beato	beato	nms    
51747	concentrándo	concentrar	vpp-00
51750	dentistas	dentista	nmp    
51752	enseñado	enseñar	vps-ms
51753	Estrella	estrella	o
51754	firmada	firmar	vps-fs
51755	ganga	ganga	nfs    
51757	Hermanas	hermana	nfp    
51758	Hume	hume	o
51760	linfoma	linfoma	n
51763	Morgan	morgan	o
51767	venidas	venida	nfp    
51769	Burgos	burgos	o
51771	consecuencia	consecuencia	e_32
51773	despega	despegar	vip-3s
51774	GN	gn	o
51775	improvisados	improvisado	j
51776	llanero	llanero	nms    
51777	movidos	mover	vps-mp
51778	pares	parir	vip-2s
51779	puntitos	puntito	n
51780	SEGUNDA	segundo	mc
51781	separen	separar	vsp-3p
51782	sinónimos	sinónimo	jmp    
51783	terca	terco	jfs    
51784	vivirás	vivir	vif-2s
51785	¶	$¶	y
51786	adscripción	adscripción	n
51787	azotó	azotar	vis-3s
51790	cuidate	cuidar	v
51791	Encuentros	encuentro	nmp    
51793	groseras	grosero	jfp    
51795	Red	red	o
51796	SNC	snc	n
51798	victoriana	victoriano	jfs    
51799	ambiciosas	ambicioso	jfp    
51800	Aura	aura	nfs    
51802	cruzado	cruzar	vps-ms
51806	entraré	entrar	vif-1s
51808	galenos	galeno	n
51810	infunde	infundir	vip-3s
51813	propagandística	propagandístico	jfs    
51814	ra	xx	x
51815	Ratzinger	ratzinger	o
51817	1.000.000	1.000.000	m$
51818	anoto	anotar	vip-1s
51820	ayudarían	ayudar	vc-3p
51823	Castillo	castillo	o
51824	cojo	cojo	jms    
51825	David	david	o
51827	dial	dial	nms    
51829	edulcorante	edulcorante	nms    
51831	huecas	hueco	jfp    
51832	Linux	linux	o
51834	maleantes	maleante	nmp    
51836	pausada	pausado	jfs    
51837	pegatinas	pegatina	nfp    
51839	Pueblo	pueblo	o
51840	rechazadas	rechazar	vps-fp
51841	repasando	repasar	vpp
51843	volaron	volar	vis-3p
51845	Alba	alba	n
51846	aleta	aleta	nfs    
51848	capacitado	capacitado	j
51850	disciplinado	disciplinado	jms    
51851	edificante	edificante	jms    
51852	especificas	especificar	vip-2s
51853	Metafísica	metafísica	nfs    
51854	Miguel	miguel	o
51855	Organiza	organizar	vip-3s
51857	pubs	pub	nmp    
51858	sinusitis	sinusitis	nfs    
51860	Transmilenio	transmilenio	o
51861	trasiego	trasiego	nms    
51863	Arquitectura	arquitectura	o
51864	Asegúra	asegurar	vm-2s
51865	Azteca	azteca	nms    
51867	cogemos	coger	vip-1p
51868	deposiciones	deposición	nfp    
51869	enfriar	enfriar	vr
51870	exportadores	exportador	jmp    
51873	hidratar	hidratar	vr
51874	influya	influir	vsp-1/3s
51876	Martinez	martinez	o
51877	masturbar	masturbar	vr
51878	PAIS	pais	o
51881	perseguido	perseguir	v
51884	reflejada	reflejado	j
51885	refugió	refugiar	vis-3s
51886	Rossi	rossi	o
51887	Sociedades	sociedades	o
51889	Deportes	deportes	o
51890	empoderar	empoderar	vr
51892	invadido	invadir	vps-ms
51893	lloraban	llorar	vii-3p
51894	monogamia	monogamia	nfs    
51895	piquete	piquete	nms    
51896	pudre	pudrir	vip-3s
51899	vaciamiento	vaciamiento	nms    
51900	212	212	m$
51901	anatómicas	anatómico	jfp    
51902	Birds	birds	o
51903	demandaron	demandar	vis-3p
51904	Dic	dic	o
51906	Español	español	o
51907	Europea	europea	o
51908	galeno	galeno	n
51909	humanizar	humanizar	vr
51911	incrementado	incrementar	vps-ms
51912	influirá	influir	vif-3s
51913	ivan	ivan	np
51914	Liberal	liberal	o
51915	lisas	liso	jfp    
51916	Man	man	o
51917	merezcan	merecer	vsp-3p
51919	olvidara	olvidar	vsi-1/3s
51920	reciclables	reciclable	jmp    
51921	retén	retén	nms    
51922	1952	1952	m$
51923	acreditar	acreditar	vr
51924	Alimentos	alimentos	o
51925	BBVA	bbva	o
51926	Bellas	bellas	o
51928	clínico	clínico	nms    
51930	dicción	dicción	nfs    
51932	empeoró	empeorar	vis-3s
51933	estremeció	estremecer	vis-3s
51935	ganarán	ganar	vif-3p
51936	HONDURAS	honduras	o
51937	instructivo	instructivo	n
51938	make	make	j
51939	ocasionaron	ocasionar	vis-3p
51940	Oporto	oporto	o
51941	pitos	pito	nmp    
51942	Scott	scott	o
51943	soviéticas	soviético	jfp    
51944	Carrera	carrera	o
51946	descargue	descargue	nms    
51947	desechable	desechable	jms    
51950	ilustrada	ilustrar	vps-fs
51951	indignada	indignado	j
51954	Les	les	o
51955	miope	miope	jms    
51956	penaltis	penalti	nmp    
51957	Plazo	plazo	nms    
51959	Salvador	salvador	o
51960	sincero	sincero	j
51962	supernova	supernova	nfs    
51964	transmitidos	transmitir	vps-mp
51965	Tronos	tronos	o
51968	Angry	angry	o
51970	atribuía	atribuir	vii-1/3s
51971	blancura	blancura	nfs    
51972	circulado	circular	vps-ms
51973	concedida	conceder	vps-fs
51974	conosco	conocer	v
51976	egoísmos	egoísmo	nmp    
51977	elegidas	elegido	j
51978	excluida	excluir	vps-fs
51979	funge	fungir	vip-3s
51981	llamábamos	llamar	vii-1p
51982	Note	note	o
51983	novato	novato	jms    
51984	obreras	obrera	n
51985	privada	privado	j
51989	17:30	17:30	m$
51990	aguaceros	aguacero	nmp    
51991	au	au	n
51992	Bell	bell	o
51993	caldos	caldo	nmp    
51998	entendimos	entender	vis-1p
52000	expresa	exprés	n
52001	fidelizar	fidelizar	v
52002	ignoró	ignorar	vis-3s
52005	intensificado	intensificar	vps-ms
52006	inviolabilidad	inviolabilidad	nfs    
52008	Maratón	maratón	nms    
52010	portuario	portuario	jms    
52012	separándo	separar	vpp-00
52013	V.	v.	o
52014	Zonas	zona	nmp    
52015	153	153	m$
52016	agencia	agencia	n
52018	desprevenido	desprevenido	jms    
52019	eminentes	eminente	jmp    
52021	estructurados	estructurado	j
52022	indie	indie	n
52023	Información	información	o
52025	inmunológica	inmunológico	jfs    
52026	Juntas	junta	nfp    
52028	malditas	maldito	jfp    
52030	matara	matar	vsi-1/3s
52031	ONG	ong	o
52032	Palma	palma	o
52035	Rivera	rivera	o
52036	secuestrados	secuestrar	vps-mp
52039	adjunto	adjunto	j
52042	colegiado	colegiado	jms    
52043	Denuncian	denunciar	vip-3p
52044	detallado	detallado	j
52045	diatriba	diatriba	nfs    
52046	escarabajos	escarabajo	nmp    
52048	exhibido	exhibir	vps-ms
52050	gladiadores	gladiador	nmp    
52051	gozoso	gozoso	jms    
52052	insista	insistir	vsp-1/3s
52053	judicatura	judicatura	nfs    
52054	latifundistas	latifundista	nmp    
52055	Malí	malí	o
52056	miramientos	miramiento	nmp    
52057	Palma	palma	o
52058	pintadas	pintada	nfp    
52059	recita	recitar	vip-3s
52061	úne	unir	vm-2s
52062	156	156	m$
52063	18	18	o
52064	acabé	acabar	vis-1s
52066	Balón	balón	o
52067	bautizada	bautizar	vps-fs
52068	cataloga	catalogar	vip-3s
52069	Celtic	celtic	o
52070	compararon	comparar	vis-3p
52071	congrega	congregar	vip-3s
52072	díficil	difícil	j
52073	experimento	experimentar	vip-1s
52074	Haré	hacer	vif-1s
52075	Hawking	hawking	o
52077	modestamente	modestamente	r
52078	periféricos	periférico	nmp    
52079	Policía	policía	o
52081	Terapia	terapia	o
52083	aguardar	aguardar	vr
52084	ajetreo	ajetreo	nms    
52085	Ca	ca	i
52086	cancerígenos	cancerígeno	jmp    
52088	comestibles	comestibles	nmp    
52089	descontento	descontento	jms    
52090	destrozando	destrozar	vpp
52091	distorsionada	distorsionar	vps-fs
52092	embellecer	embellecer	vr
52093	Garrido	garrido	o
52094	hepáticas	hepático	jfp    
52095	imaginables	imaginable	jmp    
52096	indebidos	indebido	jmp    
52097	marciano	marciano	jms    
52098	Principal	principal	o
52100	profusamente	profusamente	r
52101	PUES	pues	r
52102	Seguí	seguir	vis-1s
52103	taza	taza	n
52106	abarcó	abarcar	vis-3s
52108	desmerecer	desmerecer	vr
52109	difusos	difuso	jmp    
52110	disculpo	disculpar	vip-1s
52111	escribiéndo	escribir	vpp
52112	estad	estar	vm-2p
52113	frutales	frutal	nmp    
52114	inusitado	inusitado	jms    
52115	La	la	o
52117	Orquesta	orquesta	o
52118	percataron	percatar	vis-3p
52119	perniciosa	pernicioso	jfs    
